0.6753246753246753,0,0,0.6753246753246753,0.6753246753246753,0,0,0,0.6753246753246753
0.6753246753246753,0,0,0.6753246753246753,0.6753246753246753,0,0,0,0.6753246753246753
0.6753246753246753,0,0,0.6753246753246753,0.6753246753246753,0,0,0,0.6753246753246753
0.6818181818181818,0,0,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6363636363636364,0,0,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0.6363636363636364,0,0,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0.6363636363636364,0,0,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0.6038961038961039,0,0,0.6038961038961039,0.6038961038961039,0,0,0,0.6038961038961039
0.6038961038961039,0,0,0.6038961038961039,0.6038961038961039,0,0,0,0.6038961038961039
0.6038961038961039,0,0,0.6038961038961039,0.6038961038961039,0,0,0,0.6038961038961039
0.6688311688311688,0,0,0.6688311688311688,0.6688311688311688,0,0,0,0.6688311688311688
0.6688311688311688,0,0,0.6688311688311688,0.6688311688311688,0,0,0,0.6688311688311688
0.6688311688311688,0,0,0.6688311688311688,0.6688311688311688,0,0,0,0.6688311688311688
0.6298701298701299,0,0,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0.6298701298701299,0,0,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0.6298701298701299,0,0,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0.7337662337662337,0,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0,0.7337662337662337,0,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0,0.7337662337662337,0,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0,0.7467532467532467,0,0.7467532467532467,0.7467532467532467,0,0,0,0.7467532467532467
0,0.7467532467532467,0,0.7467532467532467,0.7467532467532467,0,0,0,0.7467532467532467
0,0.7467532467532467,0,0.7467532467532467,0.7467532467532467,0,0,0,0.7467532467532467
0,0.7337662337662337,0,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0,0.7337662337662337,0,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0,0.7337662337662337,0,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0,0.6363636363636364,0,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0,0.6363636363636364,0,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0,0.6363636363636364,0,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0,0.7532467532467533,0,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7142857142857143,0.7142857142857143,0,0.7142857142857143,0.7142857142857143,0,0,0,0.7142857142857143
0.7142857142857143,0.7142857142857143,0,0.7142857142857143,0.7142857142857143,0,0,0,0.7142857142857143
0.7142857142857143,0.7142857142857143,0,0.7142857142857143,0.7142857142857143,0,0,0,0.7142857142857143
0.7142857142857143,0.7142857142857143,0,0.7142857142857143,0.7142857142857143,0,0,0,0.7142857142857143
0.6753246753246753,0.6753246753246753,0,0.6753246753246753,0.6753246753246753,0,0,0,0.6753246753246753
0.6753246753246753,0.6753246753246753,0,0.6753246753246753,0.6753246753246753,0,0,0,0.6753246753246753
0.6753246753246753,0.6753246753246753,0,0.6753246753246753,0.6753246753246753,0,0,0,0.6753246753246753
0.6753246753246753,0.6753246753246753,0,0.6753246753246753,0.6753246753246753,0,0,0,0.6753246753246753
0.7402597402597403,0.7402597402597403,0,0.7402597402597403,0.7402597402597403,0,0,0,0.7402597402597403
0.7402597402597403,0.7402597402597403,0,0.7402597402597403,0.7402597402597403,0,0,0,0.7402597402597403
0.7402597402597403,0.7402597402597403,0,0.7402597402597403,0.7402597402597403,0,0,0,0.7402597402597403
0.7402597402597403,0.7402597402597403,0,0.7402597402597403,0.7402597402597403,0,0,0,0.7402597402597403
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6168831168831169,0.6168831168831169,0.6168831168831169,0,0,0,0.6168831168831169
0,0,0.6168831168831169,0.6168831168831169,0.6168831168831169,0,0,0,0.6168831168831169
0,0,0.6168831168831169,0.6168831168831169,0.6168831168831169,0,0,0,0.6168831168831169
0,0,0.577922077922078,0.577922077922078,0.577922077922078,0,0,0,0.577922077922078
0,0,0.577922077922078,0.577922077922078,0.577922077922078,0,0,0,0.577922077922078
0,0,0.577922077922078,0.577922077922078,0.577922077922078,0,0,0,0.577922077922078
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0,0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0,0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,0,0,0.6363636363636364
0.6818181818181818,0,0.6818181818181818,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0.6818181818181818,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0.6818181818181818,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0.6818181818181818,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0.6818181818181818,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0.6818181818181818,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0.6818181818181818,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6818181818181818,0,0.6818181818181818,0.6818181818181818,0.6818181818181818,0,0,0,0.6818181818181818
0.6428571428571429,0,0.6428571428571429,0.6428571428571429,0.6428571428571429,0,0,0,0.6428571428571429
0.6428571428571429,0,0.6428571428571429,0.6428571428571429,0.6428571428571429,0,0,0,0.6428571428571429
0.6428571428571429,0,0.6428571428571429,0.6428571428571429,0.6428571428571429,0,0,0,0.6428571428571429
0.6428571428571429,0,0.6428571428571429,0.6428571428571429,0.6428571428571429,0,0,0,0.6428571428571429
0.5714285714285714,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,0.5714285714285714
0.5714285714285714,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,0.5714285714285714
0.5714285714285714,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,0.5714285714285714
0.5714285714285714,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,0.5714285714285714
0.6493506493506493,0,0.6493506493506493,0.6493506493506493,0.6493506493506493,0,0,0,0.6493506493506493
0.6493506493506493,0,0.6493506493506493,0.6493506493506493,0.6493506493506493,0,0,0,0.6493506493506493
0.6493506493506493,0,0.6493506493506493,0.6493506493506493,0.6493506493506493,0,0,0,0.6493506493506493
0.6493506493506493,0,0.6493506493506493,0.6493506493506493,0.6493506493506493,0,0,0,0.6493506493506493
0.6298701298701299,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0.6298701298701299,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0.6298701298701299,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0.6298701298701299,0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078,0,0,0,0.7077922077922078
0,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078,0,0,0,0.7077922077922078
0,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078,0,0,0,0.7077922077922078
0,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078,0,0,0,0.7077922077922078
0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0,0,0,0.6298701298701299
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7532467532467533,0.7532467532467533,0.7532467532467533,0.7532467532467533,0,0,0,0.7532467532467533
0,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0,0,0,0.7727272727272727
0,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0,0,0,0.7727272727272727
0,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0,0,0,0.7727272727272727
0,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0,0,0,0.7727272727272727
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0.7597402597402597,0,0,0,0.7597402597402597
0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0,0,0,0.7012987012987013
0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0,0,0,0.7012987012987013
0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0,0,0,0.7012987012987013
0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0,0,0,0.7012987012987013
0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0.7012987012987013,0,0,0,0.7012987012987013
0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0,0,0,0.5844155844155844
0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0,0,0,0.5844155844155844
0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0,0,0,0.5844155844155844
0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0,0,0,0.5844155844155844
0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0.5844155844155844,0,0,0,0.5844155844155844
0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0.7337662337662337,0,0,0,0.7337662337662337
0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0,0,0,0.7662337662337663
0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0,0,0,0.7662337662337663
0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0,0,0,0.7662337662337663
0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0,0,0,0.7662337662337663
0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0.7662337662337663,0,0,0,0.7662337662337663
0,0,0,0,0,0.6363636363636364,0,0,0.6363636363636364
0,0,0,0,0,0.6493506493506493,0,0,0.6493506493506493
0,0,0,0,0,0.6688311688311688,0,0,0.6688311688311688
0,0,0,0,0,0.6298701298701299,0,0,0.6298701298701299
0,0,0,0,0,0.6363636363636364,0,0,0.6363636363636364
0,0,0,0,0,0.6688311688311688,0,0,0.6688311688311688
0.6818181818181818,0,0,0,0,0.6818181818181818,0,0,0.6818181818181818
0.6818181818181818,0,0,0,0,0.6818181818181818,0,0,0.6818181818181818
0.7012987012987013,0,0,0,0,0.7012987012987013,0,0,0.7012987012987013
0.7012987012987013,0,0,0,0,0.7012987012987013,0,0,0.7012987012987013
0.6493506493506493,0,0,0,0,0.6493506493506493,0,0,0.6493506493506493
0.6493506493506493,0,0,0,0,0.6493506493506493,0,0,0.6493506493506493
0.6168831168831169,0,0,0,0,0.6168831168831169,0,0,0.6168831168831169
0.6168831168831169,0,0,0,0,0.6168831168831169,0,0,0.6168831168831169
0.6818181818181818,0,0,0,0,0.6818181818181818,0,0,0.6818181818181818
0.6818181818181818,0,0,0,0,0.6818181818181818,0,0,0.6818181818181818
0.6688311688311688,0,0,0,0,0.6688311688311688,0,0,0.6688311688311688
0.6688311688311688,0,0,0,0,0.6688311688311688,0,0,0.6688311688311688
0,0.7662337662337663,0,0,0,0.7662337662337663,0,0,0.7662337662337663
0,0.7662337662337663,0,0,0,0.7662337662337663,0,0,0.7662337662337663
0,0.7597402597402597,0,0,0,0.7597402597402597,0,0,0.7597402597402597
0,0.7597402597402597,0,0,0,0.7597402597402597,0,0,0.7597402597402597
0,0.7272727272727273,0,0,0,0.7272727272727273,0,0,0.7272727272727273
0,0.7272727272727273,0,0,0,0.7272727272727273,0,0,0.7272727272727273
0,0.7012987012987013,0,0,0,0.7012987012987013,0,0,0.7012987012987013
0,0.7012987012987013,0,0,0,0.7012987012987013,0,0,0.7012987012987013
0,0.7662337662337663,0,0,0,0.7662337662337663,0,0,0.7662337662337663
0,0.7662337662337663,0,0,0,0.7662337662337663,0,0,0.7662337662337663
0,0.7467532467532467,0,0,0,0.7467532467532467,0,0,0.7467532467532467
0,0.7467532467532467,0,0,0,0.7467532467532467,0,0,0.7467532467532467
0.7922077922077922,0.7922077922077922,0,0,0,0.7922077922077922,0,0,0.7922077922077922
0.7922077922077922,0.7922077922077922,0,0,0,0.7922077922077922,0,0,0.7922077922077922
0.7922077922077922,0.7922077922077922,0,0,0,0.7922077922077922,0,0,0.7922077922077922
0.7987012987012987,0.7987012987012987,0,0,0,0.7987012987012987,0,0,0.7987012987012987
0.7987012987012987,0.7987012987012987,0,0,0,0.7987012987012987,0,0,0.7987012987012987
0.7987012987012987,0.7987012987012987,0,0,0,0.7987012987012987,0,0,0.7987012987012987
0.7662337662337663,0.7662337662337663,0,0,0,0.7662337662337663,0,0,0.7662337662337663
0.7662337662337663,0.7662337662337663,0,0,0,0.7662337662337663,0,0,0.7662337662337663
0.7662337662337663,0.7662337662337663,0,0,0,0.7662337662337663,0,0,0.7662337662337663
